"Date: 2024-05-18+0000"
"Version: 7.1"
"Status: 
0 Normal
1 Completed
2 Archived"
"Folder Name","List Name","Title","Kind","Tags","Content","Is Check list","Start Date","Due Date","Reminder","Repeat","Priority","Status","Created Time","Completed Time","Order","Timezone","Is All Day","Is Floating","Column Name","Column Order","View Mode","taskId","parentId"
"","To Do","Beard balm [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-22T14:57:24+0000","2024-05-18T06:12:01+0000","23089744183296","America/Chicago","false","false",,,"list","181",""
"","To Do","Face lotion [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-22T15:30:32+0000","2024-05-18T06:12:02+0000","23639499997184","America/Chicago","false","false",,,"list","182",""
"","To Do","Vitamins [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-08-31T22:17:30+0000","2024-05-18T06:12:02+0000","24189255811072","America/Chicago","false","false",,,"list","183",""
"","To Do","AirTag batteries [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-09-27T20:44:56+0000","2024-05-18T06:12:02+0000","24739011624960","America/Chicago","false","false",,,"list","184",""
"","To Do","MagSafe cradle [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-09-28T01:44:54+0000","2024-05-18T06:12:02+0000","25288767438848","America/Chicago","false","false",,,"list","185",""
"","To Do","Buddy's video [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-10-13T05:00:00+0000","2023-10-13T05:00:00+0000","","","0","2","2023-10-11T23:35:13+0000","2024-05-18T06:12:03+0000","25838523252736","America/Chicago","true","false",,,"list","186",""
"","To Do","Review caterpillar [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-10-26T20:09:59+0000","2024-05-18T06:12:03+0000","26388279066624","America/Chicago","false","false",,,"list","187",""
"","To Do","Haircut [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-10-26T05:00:00+0000","2023-10-26T05:00:00+0000","","","0","2","2023-10-26T20:48:39+0000","2024-05-18T06:12:03+0000","26938034880512","America/Chicago","true","false",,,"list","188",""
"","To Do","Venmo [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-10-28T15:10:50+0000","2024-05-18T06:12:03+0000","27487790694400","America/Chicago","false","false",,,"list","189",""
"","To Do","New Reminder [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-10-28T15:11:01+0000","2024-05-18T06:12:04+0000","28037546508288","America/Chicago","false","false",,,"list","190",""
"","To Do","What is waking my PC? [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-10-29T15:07:23+0000","2024-05-18T06:12:04+0000","28587302322176","America/Chicago","false","false",,,"list","191",""
"","To Do","You should make a list of things you currently do or dont do and call it your “shame list” [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-10-30T04:45:53+0000","2024-05-18T06:12:04+0000","29137058136064","America/Chicago","false","false",,,"list","192",""
"","To Do","After today, for the rest of this month, no adderall for anything other than  planned out time periods of job and Latika work [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-10-29T05:00:00+0000","2023-10-29T05:00:00+0000","","","0","2","2023-10-30T04:54:43+0000","2024-05-18T06:12:04+0000","29686813949952","America/Chicago","true","false",,,"list","193",""
"","To Do","Arrangements for Friday [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-11-04T05:00:00+0000","2023-11-04T05:00:00+0000","","","0","2","2023-11-04T19:32:10+0000","2024-05-18T06:12:05+0000","30236569763840","America/Chicago","true","false",,,"list","194",""
"","To Do","Refrigerator [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-11-28T15:03:27+0000","2024-05-18T06:12:05+0000","30786325577728","America/Chicago","false","false",,,"list","195",""
"","To Do","Cancer a cappella service [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-12-02T06:00:00+0000","2023-12-02T06:00:00+0000","","","0","2","2023-11-28T15:11:41+0000","2024-05-18T06:12:05+0000","31336081391616","America/Chicago","true","false",,,"list","196",""
"","To Do","Soy milk [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-11-28T15:24:23+0000","2024-05-18T06:12:05+0000","31885837205504","America/Chicago","false","false",,,"list","197",""
"","To Do","Salad raspberry pie [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-11-28T15:44:07+0000","2024-05-18T06:12:06+0000","32435593019392","America/Chicago","false","false",,,"list","198",""
"","To Do","Delete glacier storage [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-12-02T06:00:00+0000","2023-12-02T06:00:00+0000","","","0","2","2023-11-28T16:42:42+0000","2024-05-18T06:12:06+0000","32985348833280","America/Chicago","true","false",,,"list","199",""
"","To Do","Take out the trash [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-11-28T19:09:42+0000","2024-05-18T06:12:06+0000","33535104647168","America/Chicago","false","false",,,"list","200",""
"","To Do","Grab the mail too, please [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2023-11-29T21:39:40+0000","2024-05-18T06:12:07+0000","34084860461056","America/Chicago","false","false",,,"list","201",""
"","To Do","UPS store [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","https://maps.apple.com/?address=2601%20W%20Westlake%20Ln,%20Peoria,%20IL%20%2061615,%20United%20States&auid=13551397894672938541&ll=40.739746,-89.634401&lsp=9902&q=The%20UPS%20Store&t=m","N","","","","","0","2","2023-12-08T20:59:50+0000","2024-05-18T06:12:07+0000","34634616274944","America/Chicago","false","false",,,"list","202",""
"","To Do","Change mail forwarding for Allie to somewhat read the benefits of this “hide my email” bullshit little thing? Or would that just be totally retarded? [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-12-16T06:00:00+0000","2023-12-16T06:00:00+0000","","","0","2","2023-12-17T02:44:21+0000","2024-05-18T06:12:07+0000","35184372088832","America/Chicago","true","false",,,"list","203",""
"","To Do","internet payment [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-02-15T06:00:00+0000","2024-02-15T06:00:00+0000","","","0","2","2024-01-06T16:59:30+0000","2024-05-18T06:12:07+0000","35734127902720","America/Chicago","true","false",,,"list","204",""
"","To Do","internet payment [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-15T05:00:00+0000","2024-03-15T05:00:00+0000","","","0","2","2024-01-06T16:59:30+0000","2024-05-18T06:12:08+0000","36283883716608","America/Chicago","true","false",,,"list","205",""
"","To Do","internet payment [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-04-15T05:00:00+0000","2024-04-15T05:00:00+0000","","FREQ=MONTHLY;INTERVAL=1","0","0","2024-01-06T16:59:30+0000","","36833639530496","America/Chicago","true","false",,,"list","206",""
"","To Do","VPN configuration [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-01-08T17:14:19+0000","2024-05-18T06:12:08+0000","37383395344384","America/Chicago","false","false",,,"list","207",""
"","To Do","Do this [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-01-09T12:07:52+0000","2024-05-18T06:12:08+0000","37933151158272","America/Chicago","false","false",,,"list","208",""
"","To Do","PR jobs [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-01-16T00:53:26+0000","2024-05-18T06:12:09+0000","38482906972160","America/Chicago","false","false",,,"list","209",""
"","To Do","Get sun inside [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-14T05:00:00+0000","2024-03-14T05:00:00+0000","","","0","0","2024-01-21T01:45:46+0000","","39032662786048","America/Chicago","true","false",,,"list","210",""
"","To Do","Call computershare [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","– 866 203 6622– 877 373 6374– Office hours: 8:00AM to 8:00PM EST.","N","","","","","0","2","2024-01-29T23:33:06+0000","2024-05-18T06:12:09+0000","39582418599936","America/Chicago","false","false",,,"list","211",""
"","To Do","AWS bill minimized [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-02-08T10:37:34+0000","2024-05-18T06:12:09+0000","40132174413824","America/Chicago","false","false",,,"list","212",""
"","To Do","Cancel services [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-14T05:00:00+0000","2024-03-14T05:00:00+0000","","","0","0","2024-02-08T11:03:07+0000","","40681930227712","America/Chicago","true","false",,,"list","213",""
"","To Do","Lf [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-01T15:53:44+0000","","41231686041600","America/Chicago","false","false",,,"list","214",""
"","To Do","Soundiiz [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-01T15:53:44+0000","","41781441855488","America/Chicago","false","false",,,"list","215",""
"","To Do","Any chaturbate clubs [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-01T16:07:53+0000","","42331197669376","America/Chicago","false","false",,,"list","216",""
"","To Do","Fansly except may [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-01T16:07:53+0000","2024-05-18T06:12:11+0000","42880953483264","America/Chicago","false","false",,,"list","217",""
"","To Do","Parsec? [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-01T16:07:53+0000","","43430709297152","America/Chicago","false","false",,,"list","218",""
"","To Do","Adobe stock [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-26T03:20:51+0000","2024-05-18T06:12:11+0000","43980465111040","America/Chicago","false","false",,,"list","219",""
"","To Do","Schedule haircut [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-02-08T06:00:00+0000","2024-02-08T06:00:00+0000","","","0","2","2024-02-08T11:07:12+0000","2024-05-18T06:12:11+0000","44530220924928","America/Chicago","true","false",,,"list","220",""
"","To Do","Taxes [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-01T06:00:00+0000","2024-03-01T06:00:00+0000","","","0","2","2024-02-08T14:00:29+0000","2024-05-18T06:12:12+0000","45079976738816","America/Chicago","true","false",,,"list","221",""
"","To Do","Assemble daily calendar [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-14T05:00:00+0000","2024-03-14T05:00:00+0000","","","0","0","2024-02-08T14:00:43+0000","","45629732552704","America/Chicago","true","false",,,"list","222",""
"","To Do","Long cord for Elwood’ [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-02-23T20:23:03+0000","2024-05-18T06:12:12+0000","46179488366592","America/Chicago","false","false",,,"list","223",""
"","To Do","Sell stuff [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-01T16:16:21+0000","","46729244180480","America/Chicago","false","false",,,"list","224",""
"","To Do","Water sensor [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-01T16:16:35+0000","","47278999994368","America/Chicago","false","false",,,"list","225",""
"","To Do","Fridge [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-01T16:16:35+0000","","47828755808256","America/Chicago","false","false",,,"list","226",""
"","To Do","Glockenspiel [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-01T16:16:57+0000","","48378511622144","America/Chicago","false","false",,,"list","227",""
"","To Do","Ashley earbuds [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-14T05:00:00+0000","2024-03-14T05:00:00+0000","","","0","0","2024-03-01T16:59:02+0000","","48928267436032","America/Chicago","true","false",,,"list","228",""
"","To Do","Pics of UPS [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2024-03-02T06:00:00+0000","2024-03-02T06:00:00+0000","","","0","2","2024-03-02T14:04:06+0000","2024-05-18T06:12:14+0000","49478023249920","America/Chicago","true","false",,,"list","229",""
"","To Do","Plastic on upstairs window [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-03T22:21:44+0000","2024-05-18T06:12:14+0000","50027779063808","America/Chicago","false","false",,,"list","230",""
"","To Do","Sheets/laundry [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-09T17:15:06+0000","2024-05-18T06:12:14+0000","50577534877696","America/Chicago","false","false",,,"list","231",""
"","To Do","Tennis shoes [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-13T21:31:25+0000","2024-05-18T06:12:14+0000","51127290691584","America/Chicago","false","false",,,"list","232",""
"","To Do","2 ip cams [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-14T01:07:08+0000","","51677046505472","America/Chicago","false","false",,,"list","233",""
"","To Do","Cable ties [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:15+0000","52226802319360","America/Chicago","false","false",,,"list","234",""
"","To Do","No pornography [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:15+0000","52776558133248","America/Chicago","false","false",,,"list","235",""
"","To Do","Set screw for double bass [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:15+0000","53326313947136","America/Chicago","false","false",,,"list","236",""
"","To Do","Penetrating oil [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:16+0000","53876069761024","America/Chicago","false","false",,,"list","237",""
"","To Do","Adapt strict morning schedule [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","EAT breakfast every day vitamins work out shower   ","N","","","","","0","0","2024-03-14T01:07:08+0000","","54425825574912","America/Chicago","false","false",,,"list","238",""
"","To Do","Echo dots [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:16+0000","54975581388800","America/Chicago","false","false",,,"list","239",""
"","To Do","AirTag batteries [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:16+0000","55525337202688","America/Chicago","false","false",,,"list","240",""
"","To Do","Clean monitors and desk [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-22T05:00:00+0000","2023-08-22T05:00:00+0000","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:17+0000","56075093016576","America/Chicago","true","false",,,"list","241",""
"","To Do","neofetch [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","Open automatically with terminal","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:17+0000","56624848830464","America/Chicago","false","false",,,"list","242",""
"","To Do","Cords [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:17+0000","57174604644352","America/Chicago","false","false",,,"list","243",""
"","To Do","Raise credit score [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:17+0000","57724360458240","America/Chicago","false","false",,,"list","244",""
"","To Do","Xbox [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:18+0000","58274116272128","America/Chicago","false","false",,,"list","245",""
"","To Do","Get desk out of basement [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:18+0000","58823872086016","America/Chicago","false","false",,,"list","246",""
"","To Do","Voice assistant Accent [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:18+0000","59373627899904","America/Chicago","false","false",,,"list","247",""
"","To Do","Mythbusters [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:19+0000","59923383713792","America/Chicago","false","false",,,"list","248",""
"","To Do","Loyal fans [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:19+0000","60473139527680","America/Chicago","false","false",,,"list","249",""
"","To Do","Michelle's Comcast [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-23T05:00:00+0000","2023-08-23T05:00:00+0000","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:19+0000","61022895341568","America/Chicago","true","false",,,"list","250",""
"","To Do","Better touch tool [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","Control center toggleQuarter windows with touchpadQuickly clear all notificationClose windows/kill apps in Mission Control","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:19+0000","61572651155456","America/Chicago","false","false",,,"list","251",""
"","To Do","Gigakipp vids [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:20+0000","62122406969344","America/Chicago","false","false",,,"list","252",""
"","To Do","One Adderall per day [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:20+0000","62672162783232","America/Chicago","false","false",,,"list","253",""
"","To Do","Fix universal clipboard [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:20+0000","63221918597120","America/Chicago","false","false",,,"list","254",""
"","To Do","Saxophone [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:20+0000","63771674411008","America/Chicago","false","false",,,"list","255",""
"","To Do","All OF [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:21+0000","64321430224896","America/Chicago","false","false",,,"list","256",""
"","To Do","Hard drive? [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:21+0000","64871186038784","America/Chicago","false","false",,,"list","257",""
"","To Do","Meal prep [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-27T05:00:00+0000","2023-08-27T05:00:00+0000","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:21+0000","65420941852672","America/Chicago","true","false",,,"list","258",""
"","To Do","DraftKings [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:21+0000","65970697666560","America/Chicago","false","false",,,"list","259",""
"","To Do","Report fraud charges [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:22+0000","66520453480448","America/Chicago","false","false",,,"list","260",""
"","To Do","Bad horsie? [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:22+0000","67070209294336","America/Chicago","false","false",,,"list","261",""
"","To Do","Check treasury [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-14T05:00:00+0000","2023-08-14T05:00:00+0000","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:22+0000","67619965108224","America/Chicago","true","false",,,"list","262",""
"","To Do","The covenants [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:22+0000","68169720922112","America/Chicago","false","false",,,"list","263",""
"","To Do","1poe switch [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:23+0000","68719476736000","America/Chicago","false","false",,,"list","264",""
"","To Do","Fan for work [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:23+0000","69269232549888","America/Chicago","false","false",,,"list","265",""
"","To Do","Affirm [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:23+0000","69818988363776","America/Chicago","false","false",,,"list","266",""
"","To Do","Binder complex [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:23+0000","70368744177664","America/Chicago","false","false",,,"list","267",""
"","To Do","Update nas packages [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:24+0000","70918499991552","America/Chicago","false","false",,,"list","268",""
"","To Do","The yacht club band [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:24+0000","71468255805440","America/Chicago","false","false",,,"list","269",""
"","To Do","Aunt Sue iCloud [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-26T05:00:00+0000","2023-08-26T05:00:00+0000","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:24+0000","72018011619328","America/Chicago","true","false",,,"list","270",""
"","To Do","Restring guitar [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:25+0000","72567767433216","America/Chicago","false","false",,,"list","271",""
"","To Do","$100,000 job [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:25+0000","73117523247104","America/Chicago","false","false",,,"list","272",""
"","To Do","American horror story [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:25+0000","73667279060992","America/Chicago","false","false",,,"list","273",""
"","To Do","Cosmopolis [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:25+0000","74217034874880","America/Chicago","false","false",,,"list","274",""
"","To Do","MIDI routing video [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:26+0000","74766790688768","America/Chicago","false","false",,,"list","275",""
"","To Do","Camping stove [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:26+0000","75316546502656","America/Chicago","false","false",,,"list","276",""
"","To Do","Apply! [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","2023-08-22T05:00:00+0000","2023-08-22T05:00:00+0000","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:26+0000","75866302316544","America/Chicago","true","false",,,"list","277",""
"","To Do","Sawzall? [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:26+0000","76416058130432","America/Chicago","false","false",,,"list","278",""
"","To Do","The rover [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","2","2024-03-14T01:07:08+0000","2024-05-18T06:12:27+0000","76965813944320","America/Chicago","false","false",,,"list","279",""
"","To Do","Adapt nightly schedule [To Do.md](obsidian://open?vault=Kipp's%20Vault&file=To%20Do.md)","TEXT","ticktick","","N","","","","","0","0","2024-03-14T01:07:08+0000","","77515569758208","America/Chicago","false","false",,,"list","280",""
